order_id,product_id,customer_id,price,order_date,shipping_date,order_status
1371,1014,2613,212.25,2024-08-15,2024-08-20,Shipped
1372,1006,2086,250.49,2023-04-18,2023-04-22,Completed
1373,1016,3277,110.5,2024-10-16,2024-10-18,Cancelled
1374,1011,2819,96.2,2023-12-06,2023-12-13,Completed
1375,1009,3136,62.02,2024-01-07,2024-01-08,Processing
1376,1006,3567,183.16,2024-03-26,2024-03-28,Completed
1377,1011,3813,134.69,2023-07-23,2023-07-25,Shipped
1378,1007,2401,15.64,2023-12-14,2023-12-21,Processing
1379,1007,2776,329.16,2023-04-14,2023-04-15,Completed
1380,1011,2757,405.7,2023-12-13,2023-12-15,Shipped
1381,1006,2888,439.8,2024-06-23,2024-06-30,Completed
1382,1007,3627,98.87,2023-05-02,2023-05-04,Cancelled
1383,1019,2500,460.9,2024-01-19,2024-01-22,Shipped
1384,1017,2506,31.36,2024-07-02,2024-07-05,Processing
1385,1014,3814,247.05,2023-05-10,2023-05-17,Completed
1386,1003,2342,256.76,2024-04-26,2024-05-03,Processing
1387,1017,3459,190.07,2024-05-25,2024-05-30,Cancelled
1388,1008,3306,460.99,2024-05-21,2024-05-25,Completed
1389,1016,3767,121.02,2023-08-01,2023-08-03,Shipped
1390,1014,2321,468.07,2023-11-10,2023-11-14,Processing
1391,1010,2172,151.05,2023-09-18,2023-09-23,Processing
1392,1015,3272,171.51,2023-08-24,,Cancelled
1393,1010,3018,161.93,2024-04-23,2024-04-27,Cancelled
1394,1018,3321,42.56,2023-01-26,2023-01-28,Completed
1395,1015,3318,43.69,2023-10-29,2023-11-05,Processing
1396,1017,2078,275.28,2023-08-22,2023-08-23,Processing
1397,1018,3526,408.7,2023-07-21,2023-07-27,Processing
1398,1007,3751,377.43,2023-07-15,2023-07-21,Processing
1399,1002,2709,392.65,2023-01-09,2023-01-16,Cancelled
1400,1019,2024,238.64,2024-02-20,2024-02-27,Shipped
1401,1005,2429,239.85,2024-02-12,2024-02-14,Cancelled
1402,1017,3732,97.98,2024-04-17,2024-04-20,Cancelled
1403,1015,2061,190.48,2023-08-03,2023-08-07,Shipped
1404,1010,3349,417.98,2023-11-09,,Processing
1405,1010,2826,382.61,2023-08-19,2023-08-23,Processing
1406,1010,2065,461.46,2023-11-30,,Shipped
1407,1014,3871,305.88,2023-12-05,2023-12-10,Cancelled
1408,1003,3094,196.28,2024-01-26,2024-01-28,Cancelled
1409,1016,3308,447.9,2023-04-22,2023-04-25,Completed
1410,1007,2065,414.11,2023-06-25,2023-06-26,Cancelled
1411,1006,3972,196.02,2023-01-28,2023-01-30,Shipped
1412,1003,2931,33.44,2023-08-27,2023-08-30,Completed
1413,1008,2800,82.73,2023-06-25,2023-06-28,Completed
1414,1005,2140,197.55,2023-05-13,2023-05-18,Shipped
1415,1008,3675,356.29,2023-05-14,2023-05-21,Cancelled
1416,1018,3203,105.47,2023-06-12,2023-06-17,Cancelled
1417,1007,2912,36.67,2023-10-10,,Cancelled
1418,1017,3864,286.77,2024-09-11,2024-09-18,Cancelled
1419,1005,2186,147.52,2024-04-16,2024-04-20,Cancelled
1420,1010,2609,198.59,2023-12-22,2023-12-28,Shipped
1421,1014,3501,218.88,2024-03-01,2024-03-03,Cancelled
1422,1003,2805,350.83,2024-11-05,2024-11-07,Completed
1423,1006,3286,271.18,2023-09-03,2023-09-10,Completed
1424,1010,3132,65.01,2023-08-11,2023-08-15,Processing
1425,1010,3596,166.38,2023-03-20,2023-03-27,Cancelled
1426,1009,2946,18.23,2023-06-18,2023-06-21,Cancelled
1427,1002,2398,201.35,2024-01-26,2024-01-29,Completed
1428,1007,2669,336.8,2023-09-14,2023-09-15,Cancelled
1429,1015,3345,124.94,2024-05-11,2024-05-15,Cancelled
1430,1002,2330,89.44,2023-05-24,2023-05-28,Completed
1431,1003,3094,372.02,2024-09-13,2024-09-14,Shipped
1432,1019,2559,80.98,2023-03-21,2023-03-27,Processing
1433,1006,3382,268.49,2023-07-02,2023-07-04,Cancelled
1434,1015,3312,332.96,2023-02-18,2023-02-25,Completed
1435,1009,3225,7.31,2024-02-04,2024-02-10,Cancelled
1436,1011,2409,50.24,2023-07-26,2023-07-28,Cancelled
1437,1011,3392,336.13,2023-01-29,2023-01-30,Shipped
1438,1019,2343,363.39,2023-04-09,2023-04-16,Completed
1439,1017,2660,283.22,2024-03-01,2024-03-06,Shipped
1440,1008,3922,216.8,2024-10-01,2024-10-03,Shipped
1441,1007,2030,204.06,2023-08-07,2023-08-08,Processing
1442,1011,2135,330.69,2023-01-13,2023-01-17,Processing
1443,1003,3813,113.19,2024-10-27,2024-11-01,Processing
1444,1003,3459,270.41,2024-09-05,2024-09-09,Shipped
1445,1019,3426,197.34,2023-09-15,2023-09-16,Shipped
1446,1006,3408,162.39,2023-12-07,2023-12-09,Cancelled
1447,1006,3198,227.21,2023-03-11,,Shipped
1448,1009,2476,15.5,2024-05-30,2024-06-04,Completed
1449,1010,2498,311.78,2023-11-13,2023-11-15,Completed
1450,1011,2310,191.0,2023-05-21,2023-05-24,Completed
1451,1016,3513,439.28,2023-09-01,2023-09-07,Shipped
1452,1010,2081,262.83,2023-10-12,2023-10-15,Cancelled
1453,1009,2469,424.23,2024-10-25,2024-11-01,Processing
1454,1009,3856,459.25,2023-12-17,2023-12-19,Shipped
1455,1015,2658,95.86,2023-08-16,2023-08-21,Completed
1456,1011,2106,319.01,2023-03-08,2023-03-15,Shipped
1457,1014,3124,416.45,2023-07-29,2023-07-31,Shipped
1458,1005,2956,159.17,2023-08-30,2023-09-04,Shipped
1459,1011,2620,146.25,2023-09-08,2023-09-12,Cancelled
1460,1010,2985,44.61,2024-10-12,2024-10-14,Processing
1461,1016,2865,255.12,2024-02-12,2024-02-16,Cancelled
1462,1016,2040,382.16,2023-06-09,2023-06-16,Cancelled
1463,1018,3218,270.91,2023-03-27,2023-04-03,Shipped
1464,1016,2580,190.7,2023-09-21,2023-09-25,Cancelled
1465,1016,2400,81.59,2023-03-15,2023-03-18,Shipped
1466,1005,3485,190.26,2023-01-05,2023-01-06,Cancelled
1467,1017,2786,247.33,2024-03-01,2024-03-05,Completed
1468,1003,2788,466.4,2024-02-23,2024-02-24,Shipped
1469,1018,3579,456.98,2023-07-18,2023-07-25,Processing
1470,1005,2754,349.75,2024-06-05,2024-06-11,Cancelled
1471,1016,2070,461.13,2024-03-10,2024-03-16,Processing
1472,1005,3363,324.44,2024-10-08,2024-10-14,Processing
1473,1007,2520,127.47,2024-09-11,2024-09-15,Shipped
1474,1019,3457,458.86,2023-01-13,2023-01-14,Cancelled
1475,1011,3794,214.36,2024-08-23,2024-08-24,Cancelled
1476,1015,3348,443.89,2023-09-16,2023-09-22,Processing
1477,1005,3780,48.99,2024-02-26,2024-03-04,Processing
1478,1006,3532,202.0,2023-05-27,2023-05-30,Processing
1479,1009,2198,39.57,2023-01-07,2023-01-09,Cancelled
1480,1005,2882,89.46,2024-06-21,2024-06-25,Processing
1481,1016,2372,253.79,2023-07-10,2023-07-16,Completed
1482,1007,2411,34.2,2024-04-06,2024-04-11,Shipped
1483,1002,2837,223.16,2023-07-16,2023-07-19,Completed
1484,1003,2773,66.72,2024-10-13,2024-10-15,Completed
1485,1016,2993,338.04,2023-12-17,2023-12-18,Completed
1486,1009,3362,293.31,2023-01-10,2023-01-11,Completed
1487,1009,2769,303.48,2023-04-10,2023-04-12,Processing
1488,1014,2879,171.59,2024-05-12,2024-05-16,Processing
1489,1017,3362,202.24,2023-11-19,2023-11-26,Completed
1490,1003,2006,231.18,2023-12-31,2024-01-07,Cancelled
1491,1002,3086,143.34,2023-05-23,2023-05-24,Shipped
1492,1019,3781,240.22,2024-01-13,2024-01-17,Cancelled
1493,1019,3961,471.26,2024-11-07,,Processing
1494,1009,3985,404.74,2023-01-18,2023-01-24,Processing
1495,1016,2819,370.91,2024-11-25,2024-11-29,Completed
1496,1006,2975,493.5,2023-12-23,2023-12-27,Completed
1497,1005,2293,435.58,2024-01-30,2024-02-02,Completed
1498,1018,3704,338.17,2023-05-11,2023-05-15,Cancelled
1499,1016,3357,272.63,2023-06-22,2023-06-26,Shipped
1500,1019,3433,49.27,2023-08-05,2023-08-07,Cancelled
1501,1017,3848,194.83,2023-01-30,2023-02-01,Processing
1502,1016,3948,449.27,2023-08-14,2023-08-20,Completed
1503,1019,3485,248.52,2024-11-12,2024-11-14,Processing
1504,1014,2132,323.77,2023-08-18,2023-08-23,Cancelled
1505,1015,3978,428.79,2024-01-26,2024-02-01,Shipped
1506,1003,2228,49.12,2023-08-17,2023-08-20,Shipped
1507,1002,2641,477.26,2023-04-29,2023-05-04,Completed
1508,1011,3734,197.13,2023-11-15,2023-11-16,Cancelled
1509,1019,3912,399.3,2023-11-24,2023-12-01,Shipped
1510,1002,2943,161.38,2023-04-20,,Processing
1511,1007,3231,145.28,2023-08-13,2023-08-17,Completed
1512,1005,2252,140.36,2024-09-05,2024-09-08,Cancelled
1513,1018,3442,483.42,2024-10-08,2024-10-15,Completed
1514,1011,3736,367.67,2023-12-08,2023-12-10,Shipped
1515,1002,2998,365.06,2023-02-23,2023-03-02,Processing
1516,1009,3122,199.18,2024-11-06,2024-11-13,Cancelled
1517,1010,2801,198.58,2024-11-25,2024-11-29,Processing
1518,1005,3753,276.26,2023-10-17,2023-10-23,Completed
1519,1014,3773,403.51,2023-05-15,2023-05-18,Processing
1520,1007,2904,349.5,2024-04-13,2024-04-19,Processing
1521,1005,2400,368.98,2023-05-29,2023-05-31,Completed
1522,1003,3389,393.82,2024-01-06,2024-01-12,Shipped
1523,1007,3896,32.88,2024-01-21,2024-01-25,Processing
1524,1003,3055,326.8,2024-04-30,2024-05-02,Cancelled
1525,1011,2069,63.81,2023-06-02,2023-06-08,Cancelled
1526,1007,3336,373.87,2024-05-15,2024-05-18,Completed
1527,1008,2563,318.01,2024-04-19,2024-04-26,Cancelled
1528,1003,2249,247.16,2024-01-12,2024-01-13,Shipped
1529,1014,2982,140.49,2023-01-24,2023-01-29,Completed
1530,1019,3439,219.66,2024-08-30,2024-09-01,Shipped
1531,1006,3765,398.64,2023-04-12,2023-04-15,Shipped
1532,1008,3138,409.64,2024-02-20,2024-02-27,Cancelled
1533,1015,3461,410.32,2023-03-07,2023-03-12,Completed
1534,1007,3765,301.56,2023-08-01,2023-08-07,Shipped
1535,1017,2251,24.38,2023-01-06,2023-01-11,Shipped
1536,1018,3743,377.77,2024-10-30,2024-11-01,Completed
1537,1015,2351,214.41,2023-05-08,2023-05-13,Completed
1538,1015,3852,392.49,2023-09-12,,Cancelled
1539,1017,3070,455.84,2023-05-24,2023-05-29,Processing
1540,1005,2202,333.0,2024-09-12,2024-09-17,Completed
1541,1018,3753,417.15,2023-08-31,2023-09-01,Shipped
1542,1017,2568,68.6,2024-09-08,2024-09-13,Cancelled
1543,1008,3330,452.31,2023-03-18,2023-03-23,Cancelled
1544,1019,2871,470.4,2024-04-12,2024-04-13,Shipped
1545,1005,2551,497.7,2024-07-02,2024-07-04,Shipped
1546,1002,3047,304.45,2024-01-17,2024-01-22,Cancelled
1547,1008,2776,17.83,2023-06-07,2023-06-10,Shipped
1548,1003,3400,276.44,2023-03-21,2023-03-24,Completed
1549,1006,2683,390.15,2023-12-04,2023-12-10,Shipped
1550,1008,3984,115.0,2023-08-20,,Completed
1551,1006,2627,296.47,2023-05-07,2023-05-09,Cancelled
1552,1014,3772,144.59,2023-04-08,2023-04-13,Processing
1553,1007,2651,473.52,2024-09-14,2024-09-15,Cancelled
1554,1019,3982,395.43,2023-07-05,2023-07-08,Cancelled
1555,1009,3406,259.21,2024-05-03,2024-05-08,Shipped
1556,1014,3506,137.35,2024-11-04,2024-11-06,Processing
1557,1005,2937,95.64,2023-09-13,2023-09-19,Processing
1558,1008,3066,471.13,2024-04-24,2024-04-29,Shipped
1559,1018,2832,386.44,2023-11-09,2023-11-15,Completed
1560,1011,3935,51.35,2024-10-11,2024-10-12,Completed
1561,1006,3009,405.13,2023-03-28,2023-04-03,Completed
1562,1005,2279,242.43,2024-03-10,2024-03-16,Completed
1563,1006,3702,374.23,2024-02-20,2024-02-21,Cancelled
1564,1005,3354,475.68,2024-07-01,2024-07-07,Completed
1565,1019,3905,441.56,2024-09-13,2024-09-17,Shipped
1566,1007,3052,179.88,2023-06-29,2023-06-30,Completed
1567,1017,3986,61.05,2024-03-08,2024-03-12,Shipped
1568,1003,2594,153.09,2024-07-06,2024-07-13,Processing
1569,1019,3164,199.84,2023-09-29,,Processing
1570,1009,3915,234.21,2024-10-20,2024-10-25,Cancelled
1571,1016,2672,152.68,2023-02-28,,Completed
1572,1007,2823,180.49,2023-01-06,2023-01-09,Completed
1573,1015,3053,449.76,2024-03-17,2024-03-21,Cancelled
1574,1010,3344,128.82,2023-05-07,,Cancelled
1575,1008,3827,95.18,2024-02-09,2024-02-12,Processing
1576,1016,2331,74.24,2023-04-22,2023-04-26,Cancelled
1577,1005,2406,59.78,2023-01-06,2023-01-09,Processing
1578,1005,2678,450.99,2023-02-11,2023-02-13,Shipped
1579,1019,2544,63.8,2024-11-13,2024-11-15,Cancelled
1580,1005,2260,165.82,2024-07-17,2024-07-21,Cancelled
1581,1002,3690,197.48,2024-05-28,2024-06-03,Completed
1582,1007,2704,252.5,2023-04-21,,Shipped
1583,1008,3999,300.56,2023-02-23,2023-03-01,Completed
1584,1016,2169,381.65,2024-03-20,2024-03-24,Shipped
1585,1007,2510,144.16,2024-09-24,2024-09-26,Completed
1586,1002,2878,103.21,2023-09-27,2023-10-03,Completed
1587,1002,3210,316.31,2024-05-29,2024-06-03,Shipped
1588,1009,2560,495.25,2023-08-23,2023-08-24,Shipped
1589,1003,3770,30.22,2024-03-12,2024-03-13,Cancelled
1590,1011,2454,171.41,2024-06-21,2024-06-24,Cancelled
1591,1009,2623,59.48,2023-03-04,2023-03-09,Processing
1592,1011,2655,448.08,2023-10-15,2023-10-18,Shipped
1593,1005,2658,109.93,2023-02-11,2023-02-12,Cancelled
1594,1007,2516,474.42,2023-10-14,2023-10-19,Processing
1595,1019,2027,343.07,2023-12-09,2023-12-12,Shipped
1596,1017,3521,390.51,2023-12-06,2023-12-09,Processing
1597,1014,2786,48.18,2023-09-01,2023-09-07,Completed
1598,1003,2084,295.35,2023-05-14,2023-05-20,Shipped
1599,1003,2153,471.2,2023-07-17,2023-07-23,Processing
1600,1010,2413,269.11,2023-11-05,2023-11-11,Shipped
1601,1015,3457,130.0,2023-02-14,2023-02-16,Processing
1602,1003,3865,220.88,2024-01-10,2024-01-14,Cancelled
1603,1015,3619,15.83,2024-03-05,2024-03-10,Processing
1604,1014,2124,398.22,2023-05-13,,Shipped
1605,1002,3051,485.91,2024-02-12,2024-02-16,Shipped
1606,1015,3596,198.17,2024-03-24,2024-03-31,Processing
1607,1014,2446,298.1,2023-07-31,,Completed
1608,1005,3075,133.12,2024-06-09,2024-06-13,Shipped
1609,1003,2350,115.85,2023-10-31,2023-11-06,Shipped
1610,1006,2568,463.99,2023-10-26,2023-10-27,Processing
1611,1002,2430,269.62,2023-02-22,2023-02-28,Completed
1612,1017,2664,46.21,2024-10-26,2024-10-29,Processing
1613,1018,2664,492.7,2023-05-17,2023-05-21,Completed
1614,1018,2361,131.71,2023-12-31,2024-01-02,Completed
1615,1010,3923,391.35,2024-07-04,2024-07-10,Completed
1616,1019,3299,304.15,2024-01-27,2024-02-02,Shipped
1617,1011,3191,316.75,2024-03-28,2024-03-30,Cancelled
1618,1005,2888,187.48,2023-06-09,2023-06-13,Cancelled
1619,1007,3670,431.86,2023-04-06,2023-04-10,Shipped
1620,1007,3326,144.61,2024-08-06,2024-08-10,Processing
1621,1019,3244,97.98,2023-06-16,2023-06-18,Shipped
1622,1006,3321,485.34,2023-03-15,2023-03-19,Completed
1623,1010,2024,303.63,2024-06-23,2024-06-25,Cancelled
1624,1009,3563,416.11,2024-01-29,2024-01-30,Completed
1625,1018,2292,469.61,2023-05-16,2023-05-18,Completed
1626,1005,3675,172.5,2023-01-10,2023-01-17,Completed
1627,1014,3827,224.94,2023-07-27,2023-07-29,Shipped
1628,1011,2114,274.05,2023-11-11,2023-11-14,Processing
1629,1002,2091,55.89,2024-10-04,2024-10-09,Processing
1630,1008,2290,5.6,2023-04-16,2023-04-21,Shipped
1631,1007,2723,329.41,2023-01-25,2023-01-27,Shipped
1632,1005,3685,451.3,2024-12-01,2024-12-05,Cancelled
1633,1018,2731,42.76,2023-06-23,2023-06-24,Processing
1634,1006,2173,448.32,2023-05-02,2023-05-05,Shipped
1635,1014,2371,341.32,2023-07-02,2023-07-06,Shipped
1636,1002,2587,177.45,2024-11-14,2024-11-20,Completed
1637,1006,2543,406.31,2023-10-05,2023-10-09,Completed
1638,1007,3592,329.65,2023-01-03,2023-01-10,Processing
1639,1010,3608,488.29,2023-06-01,2023-06-05,Completed
1640,1005,2570,76.61,2023-04-26,2023-05-01,Processing
1641,1017,2653,249.63,2023-05-11,2023-05-13,Cancelled
1642,1017,2283,402.06,2024-02-28,2024-03-04,Shipped
1643,1015,3093,248.84,2024-01-28,2024-02-01,Shipped
1644,1008,3079,291.05,2024-01-29,2024-01-30,Shipped
1645,1011,3742,13.49,2023-03-31,2023-04-02,Cancelled
1646,1017,2739,425.13,2023-05-17,2023-05-18,Shipped
1647,1002,3129,486.05,2023-10-29,2023-11-02,Cancelled
1648,1009,3529,73.21,2023-09-06,2023-09-08,Shipped
1649,1008,2761,31.77,2024-01-22,,Completed
1650,1002,3216,435.89,2024-11-09,2024-11-14,Completed
1651,1011,2157,11.18,2023-05-31,2023-06-03,Cancelled
1652,1005,2286,375.31,2023-06-03,2023-06-10,Processing
1653,1016,3600,324.2,2024-04-26,2024-04-30,Completed
1654,1006,3315,20.9,2023-10-21,2023-10-22,Shipped
1655,1002,2867,341.55,2024-05-30,,Cancelled
1656,1006,3171,253.43,2024-07-21,2024-07-27,Shipped
1657,1003,3068,191.89,2024-03-09,2024-03-11,Shipped
1658,1011,2803,95.93,2023-08-05,2023-08-09,Completed
1659,1019,2829,414.49,2024-04-24,2024-04-28,Shipped
1660,1008,2398,138.61,2023-02-25,2023-03-04,Completed
1661,1002,2687,18.88,2023-03-21,2023-03-24,Processing
1662,1011,3222,10.43,2023-06-16,2023-06-21,Processing
1663,1006,2066,123.97,2023-07-12,2023-07-17,Completed
1664,1010,2990,27.61,2024-08-06,,Processing
1665,1017,3539,144.79,2023-04-06,,Cancelled
1666,1008,3486,181.14,2024-05-27,2024-05-29,Shipped
1667,1006,3518,254.27,2024-11-21,2024-11-22,Shipped
1668,1016,3200,435.06,2023-01-25,2023-01-30,Completed
1669,1016,2161,443.18,2023-10-25,2023-10-27,Completed
1670,1019,2288,385.57,2023-08-26,2023-08-28,Shipped
1671,1014,3334,264.03,2024-05-28,2024-06-02,Processing
1672,1018,2737,313.62,2024-04-03,2024-04-10,Cancelled
1673,1008,2489,108.37,2023-02-10,2023-02-16,Completed
1674,1016,2199,403.34,2023-06-06,2023-06-11,Shipped
1675,1010,3600,448.09,2023-11-13,2023-11-18,Cancelled
1676,1006,2605,84.93,2023-04-07,2023-04-11,Processing
1677,1003,2366,356.77,2024-08-13,2024-08-16,Cancelled
1678,1010,3795,223.81,2023-09-22,2023-09-26,Shipped
1679,1017,3759,146.88,2023-05-07,2023-05-12,Cancelled
1680,1017,3049,423.19,2024-09-26,2024-10-02,Processing
1681,1015,2921,135.1,2024-01-18,2024-01-19,Completed
1682,1010,2501,351.37,2024-09-27,2024-10-03,Completed
1683,1008,2324,287.22,2023-06-08,2023-06-15,Completed
1684,1019,2191,177.72,2023-08-17,2023-08-21,Cancelled
1685,1016,2223,47.48,2024-10-19,2024-10-24,Completed
1686,1008,2673,36.91,2024-02-11,2024-02-18,Processing
1687,1005,2975,61.59,2024-09-10,2024-09-14,Cancelled
1688,1016,2298,321.91,2023-02-09,2023-02-14,Processing
1689,1010,2778,35.89,2024-08-04,2024-08-05,Processing
1690,1011,3777,16.36,2024-03-16,2024-03-20,Cancelled
1691,1003,2290,39.28,2023-10-04,2023-10-07,Cancelled
1692,1016,3784,212.76,2023-03-25,2023-03-28,Shipped
1693,1009,2189,448.0,2024-11-16,2024-11-19,Cancelled
1694,1011,2715,471.26,2023-12-17,2023-12-24,Cancelled
1695,1007,3977,349.86,2024-05-01,2024-05-06,Processing
1696,1015,3603,447.42,2024-08-07,2024-08-11,Shipped
1697,1014,2296,165.25,2023-03-21,2023-03-27,Processing
1698,1006,2302,252.23,2023-01-15,2023-01-17,Processing
1699,1008,2538,262.74,2023-04-27,2023-05-04,Completed
1700,1019,2920,321.26,2024-04-06,2024-04-13,Completed
1701,1011,2860,349.74,2023-02-07,2023-02-09,Shipped
1702,1011,3950,99.62,2024-09-07,2024-09-11,Completed
1703,1018,3836,156.95,2024-01-15,2024-01-22,Completed
1704,1008,2840,179.11,2024-05-26,2024-06-01,Cancelled
1705,1006,2360,232.12,2024-06-19,2024-06-26,Processing
1706,1015,2892,193.87,2023-07-01,2023-07-06,Cancelled
1707,1006,3855,429.21,2024-10-11,2024-10-14,Completed
1708,1014,3909,208.58,2023-04-17,2023-04-18,Cancelled
1709,1016,3030,292.71,2024-09-30,2024-10-05,Completed
1710,1011,2456,389.56,2024-11-14,2024-11-17,Cancelled
1711,1003,2718,483.97,2023-04-28,2023-04-30,Cancelled
1712,1010,3517,200.93,2024-02-27,2024-03-05,Processing
1713,1006,3348,135.93,2023-08-18,2023-08-23,Cancelled
1714,1006,2849,21.17,2024-11-20,,Completed
1715,1002,3062,410.92,2023-06-07,2023-06-14,Processing
1716,1008,2495,280.09,2023-12-10,2023-12-12,Cancelled
1717,1002,2105,401.66,2023-07-17,2023-07-22,Cancelled
1718,1005,2355,204.54,2023-05-12,2023-05-18,Processing
1719,1003,3454,401.58,2024-06-13,2024-06-15,Completed
1720,1002,3560,315.52,2024-10-08,2024-10-13,Processing
1721,1011,2190,51.17,2024-07-20,2024-07-22,Cancelled
1722,1007,2056,310.96,2023-01-12,2023-01-18,Completed
1723,1005,2267,491.79,2024-08-08,,Processing
1724,1011,2608,100.95,2023-07-11,2023-07-13,Shipped
1725,1009,2563,46.07,2024-01-23,2024-01-30,Shipped
1726,1014,3775,56.19,2024-10-04,2024-10-05,Cancelled
1727,1018,2536,447.83,2024-09-02,2024-09-03,Completed
1728,1006,3716,107.95,2023-03-21,2023-03-25,Completed
1729,1003,2996,479.81,2024-05-17,,Completed
1730,1006,2642,318.61,2023-08-04,2023-08-10,Cancelled
1731,1006,2365,331.53,2023-06-14,2023-06-16,Completed
1732,1016,3257,302.0,2023-05-01,2023-05-04,Completed
1733,1006,2249,100.46,2023-06-12,2023-06-17,Completed
1734,1010,2312,112.07,2024-07-02,2024-07-03,Processing
1735,1007,2450,46.3,2023-04-28,,Shipped
1736,1003,2713,355.5,2023-10-02,2023-10-05,Processing
1737,1008,3049,473.44,2024-04-23,2024-04-29,Shipped
1738,1002,3817,360.11,2023-09-14,2023-09-16,Cancelled
1739,1014,2638,87.0,2023-04-16,2023-04-21,Shipped
1740,1008,3221,374.8,2024-05-14,2024-05-18,Processing
1741,1008,2409,285.74,2024-09-29,2024-09-30,Processing
1742,1007,3821,21.71,2024-10-09,2024-10-16,Processing
1743,1002,3796,324.32,2024-08-23,2024-08-27,Processing
1744,1010,2660,217.55,2024-02-12,2024-02-13,Shipped
1745,1019,2761,189.12,2024-01-02,2024-01-04,Processing
1746,1009,3468,167.79,2023-05-06,2023-05-07,Cancelled
1747,1011,3150,37.79,2024-08-04,2024-08-11,Processing
1748,1003,3148,142.63,2024-09-08,2024-09-10,Completed
1749,1010,2891,162.3,2024-08-10,2024-08-16,Processing
1750,1016,3021,28.16,2023-07-22,,Processing
1751,1007,3231,166.8,2024-03-07,2024-03-08,Cancelled
1752,1009,3318,392.74,2023-08-31,,Completed
1753,1008,2075,448.44,2024-04-17,2024-04-20,Completed
1754,1016,2194,415.78,2023-12-12,,Cancelled
1755,1017,2819,44.48,2023-11-05,2023-11-08,Processing
1756,1018,3426,492.06,2024-05-20,,Cancelled
1757,1014,2210,19.5,2024-10-18,2024-10-19,Completed
1758,1017,3764,345.36,2023-01-11,2023-01-13,Cancelled
1759,1005,3847,407.08,2023-08-20,2023-08-22,Completed
1760,1009,2226,28.76,2023-02-23,2023-02-26,Processing
1761,1014,3621,407.18,2023-03-18,2023-03-21,Processing
1762,1003,2258,163.07,2023-06-24,2023-06-26,Shipped
1763,1008,3304,226.16,2024-08-21,2024-08-28,Completed
1764,1016,3354,247.6,2024-06-18,2024-06-23,Processing
1765,1011,2188,135.59,2023-11-26,2023-12-03,Processing
1766,1002,2496,331.44,2023-03-26,2023-03-29,Shipped
1767,1009,2435,11.5,2023-03-21,2023-03-22,Shipped
1768,1016,2214,173.52,2024-04-24,2024-05-01,Processing
1769,1007,3736,254.73,2023-11-16,2023-11-22,Shipped
1770,1016,3777,312.14,2023-08-13,2023-08-16,Shipped
1771,1008,2336,344.7,2024-02-14,2024-02-16,Completed
1772,1005,2225,124.08,2023-05-31,2023-06-04,Cancelled
1773,1019,3087,229.06,2023-07-11,,Processing
1774,1008,2434,79.56,2023-05-02,2023-05-07,Cancelled
1775,1018,2757,53.42,2024-06-04,2024-06-07,Cancelled
1776,1008,2361,299.05,2024-03-08,2024-03-10,Cancelled
1777,1009,3323,128.23,2024-06-15,2024-06-19,Completed
1778,1009,3178,136.76,2023-08-13,2023-08-14,Completed
1779,1006,3270,351.26,2024-06-28,2024-06-29,Cancelled
1780,1005,3687,440.37,2024-02-06,2024-02-10,Processing
1781,1011,2711,320.27,2024-05-22,2024-05-24,Processing
1782,1006,3434,312.95,2023-01-04,2023-01-05,Processing
1783,1003,2341,97.74,2023-09-02,2023-09-04,Cancelled
1784,1008,2684,15.31,2023-05-26,2023-05-27,Processing
1785,1002,2019,299.03,2023-03-20,2023-03-22,Cancelled
1786,1011,2967,59.15,2024-08-20,2024-08-21,Completed
1787,1002,2467,265.01,2024-08-03,2024-08-09,Shipped
1788,1018,3646,369.41,2023-05-31,2023-06-07,Cancelled
1789,1015,2527,333.39,2024-05-17,2024-05-23,Processing
1790,1017,2616,356.53,2024-01-09,,Cancelled
1791,1005,3310,15.26,2023-04-26,2023-04-29,Cancelled
1792,1017,3019,20.3,2023-08-14,2023-08-20,Cancelled
1793,1011,3885,477.63,2024-01-04,2024-01-06,Completed
1794,1006,3868,227.39,2023-10-08,2023-10-14,Shipped
1795,1017,2800,296.63,2023-09-29,2023-10-05,Processing
1796,1015,3437,174.92,2023-11-13,,Completed
1797,1010,3622,176.76,2024-03-19,2024-03-26,Completed
1798,1007,2955,342.06,2023-01-09,2023-01-13,Processing
1799,1018,2997,147.69,2024-09-30,2024-10-05,Processing
1800,1018,3690,298.57,2023-01-16,,Completed
1801,1017,3352,417.88,2024-05-15,,Completed
1802,1018,3608,430.21,2023-09-15,2023-09-17,Shipped
1803,1005,2402,218.87,2023-03-30,2023-04-05,Completed
1804,1006,2726,128.12,2023-10-25,,Cancelled
1805,1003,3828,134.32,2024-03-08,2024-03-12,Processing
1806,1008,3390,438.59,2024-09-03,2024-09-06,Shipped
1807,1007,2852,279.37,2024-11-30,2024-12-07,Processing
1808,1006,3286,233.27,2023-11-09,2023-11-10,Shipped
1809,1008,2196,73.61,2024-01-20,2024-01-27,Cancelled
1810,1005,2732,236.85,2023-11-17,2023-11-22,Cancelled
1811,1016,2056,456.72,2024-04-22,2024-04-26,Completed
1812,1014,3857,154.68,2024-03-07,2024-03-08,Shipped
1813,1014,3112,450.46,2024-08-17,2024-08-22,Processing
1814,1007,2825,336.69,2023-02-24,2023-03-03,Cancelled
1815,1003,2112,138.74,2024-06-14,2024-06-18,Completed
1816,1018,3158,243.33,2023-12-08,2023-12-13,Processing
